lon,lat,extreme_Tmax_proxy,extreme_Tmin_proxy,extreme_Prec_proxy,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,prec_01,prec_02,prec_03,prec_04,prec_05,prec_06,prec_07,prec_08,prec_09,prec_10,prec_11,prec_12,tavg_01,tavg_02,tavg_03,tavg_04,tavg_05,tavg_06,tavg_07,tavg_08,tavg_09,tavg_10,tavg_11,tavg_12,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,GDD_gs,GDD_annual,elevation_m,slope_deg,aspect_deg,clay_pct,sand_pct,silt_pct,soc_dgkg,bdod_kgdm3,cec_cmolkg,ph,nitrogen_cgkg,wheat_yield_tha,wheat_yield_pred_tha,yield_uncertainty_tha,yield_source,yield_blended_tha,yield_source_blend,grid_id,zenodo_yield_tha,n_px
117.4792,40.4375,27.172,-15.38,178.0,7.9932,12.3843,29.104,1143.3978,27.172,-15.38,42.552,21.298,-6.8993,21.298,-6.8993,548.0,178.0,3.0,126.7775,400.0,10.0,400.0,10.0,3.0,4.0,8.0,18.0,37.0,76.0,178.0,146.0,51.0,18.0,6.0,3.0,-8.82,-5.416,1.2759999999999998,9.908,15.98,20.308,22.436,21.172,15.864,9.264,0.4239999999999999,-6.468,0.0,0.0,0.0,0.0,185.38,309.24,385.516,346.332,175.92,0.0,0.0,0.0,1402.388,1402.388,679.3477,12.6313,117.3683,16.8,46.5,36.8,428.0,1.22,18.9,6.9,42.8,,6.972625812869361,0.1152331919396063,SpatialPred,6.544309706346256,BayesianBlend,34,,0
117.5208,40.4375,27.44,-15.364,177.0,8.1792,12.4123,28.9981,1151.6807,27.44,-15.364,42.804,21.5587,-6.836,21.5587,-6.836,545.0,177.0,3.0,126.5905,397.0,10.0,397.0,10.0,3.0,4.0,8.0,18.0,37.0,75.0,177.0,145.0,51.0,18.0,6.0,3.0,-8.82,-5.284,1.484,10.164,16.264,20.568,22.688,21.432,16.096,9.424,0.56,-6.408,0.0,0.0,0.0,4.920000000000002,194.184,317.04,393.328,354.392,182.88,0.0,0.0,0.0,1446.7441,1446.7441,597.4711,6.2451,191.5217,16.3,48.3,35.4,397.0,1.23,18.8,7.1,39.7,,6.962838780510604,0.1152331919396063,SpatialPred,6.178365161529523,BayesianBlend,35,,0
116.8125,40.3958,30.684,-11.852,180.0,11.432,12.4773,29.3336,1148.639,30.684,-11.852,42.536,24.7613,-3.5173,24.7613,-3.5173,515.0,180.0,3.0,132.4299,386.0,10.0,386.0,10.0,4.0,3.0,7.0,13.0,31.0,71.0,180.0,135.0,46.0,17.0,5.0,3.0,-5.528,-1.876,4.944,13.612,19.604,23.992,25.828,24.456,19.352,12.408,3.54,-3.164,0.0,0.0,0.0,108.36,297.724,419.76,490.668,448.136,280.56,74.648,0.0,0.0,2045.208,2119.856,84.1848,1.9683,211.8414,18.5,48.0,33.5,211.0,1.31,17.5,7.6,21.1,,7.113537242344698,0.1152331919396063,SpatialPred,6.4933625093924086,BayesianBlend,36,,0
116.8542,40.3958,30.588,-11.888,182.0,11.288,12.2993,28.956,1149.6427,30.588,-11.888,42.476,24.638,-3.6693,24.638,-3.6693,516.0,182.0,3.0,133.5242,388.0,9.0,388.0,9.0,3.0,3.0,7.0,13.0,31.0,70.0,182.0,136.0,46.0,17.0,5.0,3.0,-5.648,-2.092,4.72,13.44,19.436,23.816,25.74,24.38,19.196,12.308,3.436,-3.268,0.0,0.0,0.0,103.2,292.516,414.48,487.94,445.78,275.88,71.548,0.0,0.0,2019.796,2091.344,102.3397,4.2804,199.2376,17.7,47.9,34.4,218.0,1.31,17.3,7.4,21.8,,7.098499435434438,0.1152331919396063,SpatialPred,6.103099778032653,BayesianBlend,37,,0
116.8958,40.3958,30.28,-12.224,180.0,11.1032,12.3683,29.0992,1148.6379,30.28,-12.224,42.504,24.4047,-3.8773,24.4047,-3.8773,510.0,180.0,3.0,133.8673,384.0,9.0,384.0,9.0,3.0,3.0,6.0,13.0,31.0,69.0,180.0,135.0,46.0,16.0,5.0,3.0,-5.9,-2.296,4.588,13.32,19.292,23.592,25.48,24.144,18.988,12.18,3.292,-3.448,0.0,0.0,0.0,99.6,288.052,407.76,479.88,438.464,269.64,67.58,0.0,0.0,1983.3961,2050.9761,102.3005,3.5898000000000003,189.8554,17.4,48.2,34.5,208.0,1.31,17.0,7.3,20.8,,7.105577690737191,0.1152331919396063,SpatialPred,6.217851783532264,BayesianBlend,38,,0
116.9375,40.3958,30.14,-12.392,179.0,11.0102,12.3263,28.9813,1149.4021,30.14,-12.392,42.532,24.304,-3.998,24.304,-3.998,507.0,179.0,3.0,133.7997,382.0,9.0,382.0,9.0,3.0,3.0,6.0,13.0,31.0,69.0,179.0,134.0,45.0,16.0,5.0,3.0,-6.032,-2.392,4.5,13.256,19.196,23.484,25.368,24.048,18.912,12.112,3.232,-3.548,0.0,0.0,0.0,97.68,285.076,404.52,476.408,435.488,267.36,65.472,0.0,0.0,1966.532,2032.004,100.7406,2.558,231.236,18.3,50.1,31.6,200.0,1.31,16.7,7.7,20.0,,7.099042912005542,0.1152331919396063,SpatialPred,6.485296302390844,BayesianBlend,39,,0
116.9792,40.3958,29.9,-12.504,179.0,10.8178,12.251,28.8911,1145.927,29.9,-12.504,42.404,24.0807,-4.1427,24.0807,-4.1427,508.0,179.0,3.0,133.7316,382.0,9.0,382.0,9.0,3.0,3.0,6.0,14.0,30.0,68.0,179.0,135.0,46.0,16.0,5.0,3.0,-6.18,-2.552,4.296,13.008,18.924,23.22,25.148,23.864,18.724,11.948,3.096,-3.704,0.0,0.0,0.0,90.24,276.644,396.6,469.588,429.784,261.72,60.388,0.0,0.0,1924.576,1984.964,144.0788,6.6307,240.8987,18.1,49.2,32.6,237.0,1.29,17.4,7.7,23.7,,7.097049154437673,0.1152331919396063,SpatialPred,6.580410575855622,BayesianBlend,40,,0
117.0208,40.3958,29.664,-12.492,179.0,10.6605,12.1723,28.8745,1138.9702,29.664,-12.492,42.156,23.8527,-4.2073,23.8527,-4.2073,511.0,179.0,3.0,133.5933,384.0,9.0,384.0,9.0,3.0,3.0,6.0,14.0,31.0,68.0,179.0,137.0,46.0,16.0,5.0,3.0,-6.208,-2.668,4.092,12.76,18.66,22.944,24.928,23.688,18.544,11.852,3.052,-3.748,0.0,0.0,0.0,82.8,268.46,388.32,462.768,424.328,256.32,57.412,0.0,0.0,1882.996,1940.408,192.3978,8.7822,216.0364,17.9,48.0,34.0,297.0,1.27,18.2,7.5,29.7,,7.095855623778791,0.1152331919396063,SpatialPred,6.479474618748151,BayesianBlend,41,,0
117.0625,40.3958,29.264,-12.736,179.0,10.2898,12.1363,28.896,1135.127,29.264,-12.736,42.0,23.454,-4.5173,23.454,-4.5173,517.0,179.0,3.0,132.6859,387.0,9.0,387.0,9.0,3.0,3.0,7.0,14.0,32.0,69.0,179.0,139.0,47.0,16.0,5.0,3.0,-6.448,-3.056,3.676,12.332,18.256,22.532,24.536,23.296,18.172,11.508,2.728,-4.048,0.0,0.0,0.0,69.96,255.936,375.96,450.616,412.176,245.16,46.748,0.0,0.0,1809.8079,1856.5559,264.9114,10.3569,231.7725,17.8,47.1,35.1,392.0,1.25,18.2,7.3,39.2,,7.081129729828245,0.1152331919396063,SpatialPred,6.422601850915368,BayesianBlend,42,,0
117.1042,40.3958,29.112,-12.884,179.0,10.1375,12.1837,29.0115,1135.2584,29.112,-12.884,41.996,23.302,-4.6673,23.302,-4.6673,519.0,179.0,3.0,132.6163,389.0,9.0,389.0,9.0,3.0,3.0,7.0,14.0,32.0,70.0,179.0,140.0,47.0,16.0,5.0,3.0,-6.568,-3.22,3.52,12.184,18.104,22.36,24.388,23.16,18.012,11.356,2.56,-4.22,0.0,0.0,0.0,65.52,251.224,370.8,446.028,407.96,240.36,42.036,0.0,0.0,1781.8921,1823.9281,285.2692,8.2776,186.4872,17.3,48.5,34.2,385.0,1.24,17.9,7.2,38.5,,7.07019193956857,0.1152331919396063,SpatialPred,6.385270517217887,BayesianBlend,43,,0
117.1458,40.3958,28.708,-13.272,180.0,9.697,12.0993,28.8217,1136.6714,28.708,-13.272,41.98,22.8913,-5.1213,22.8913,-5.1213,524.0,180.0,3.0,132.0614,391.0,9.0,391.0,9.0,3.0,3.0,7.0,15.0,33.0,70.0,180.0,141.0,48.0,16.0,5.0,3.0,-7.004,-3.704,3.048,11.684,17.668,21.94,24.0,22.748,17.572,10.96,2.136,-4.668,0.0,0.0,0.0,50.52,237.708,358.2,434.0,395.188,227.16,29.76,0.0,0.0,1702.776,1732.536,373.0901,10.6921,308.1293,17.0,49.6,33.4,337.0,1.26,18.8,7.3,33.7,,7.056667864547551,0.1152331919396063,SpatialPred,6.171178646671788,BayesianBlend,44,,0
117.1875,40.3958,28.028,-13.912,180.0,8.965,11.946,28.4835,1138.3073,28.028,-13.912,41.94,22.196,-5.862,22.196,-5.862,531.0,180.0,3.0,130.6644,394.0,9.0,394.0,9.0,3.0,3.0,7.0,16.0,34.0,72.0,180.0,142.0,49.0,17.0,5.0,3.0,-7.72,-4.5,2.248,10.868,16.916,21.232,23.316,22.036,16.864,10.272,1.424,-5.38,0.0,0.0,0.0,26.04,214.396,336.96,412.796,373.116,205.92,8.432000000000002,0.0,0.0,1569.228,1577.66,530.0196,17.0545,352.6855,17.1,48.9,33.9,390.0,1.25,19.8,7.1,39.0,,7.0277074003200655,0.1152331919396063,SpatialPred,6.293689762623794,BayesianBlend,45,,0
117.2292,40.3958,27.892,-14.124,179.0,8.8165,11.8457,28.1932,1144.0361,27.892,-14.124,42.016,22.094,-6.1027,22.094,-6.1027,531.0,179.0,3.0,130.1708,393.0,9.0,393.0,9.0,3.0,3.0,7.0,16.0,35.0,72.0,179.0,142.0,49.0,17.0,5.0,3.0,-7.996,-4.724,2.088,10.78,16.808,21.1,23.208,21.956,16.752,10.164,1.224,-5.608,0.0,0.0,0.0,23.4,211.048,333.0,409.448,370.636,202.56,5.084000000000003,0.0,0.0,1550.092,1555.176,511.7768,14.8213,350.9627,18.2,44.8,37.0,438.0,1.24,20.6,6.9,43.8,,7.029030311413181,0.1152331919396063,SpatialPred,6.340143482564889,BayesianBlend,46,,0
117.2708,40.3958,27.764,-14.28,179.0,8.6933,11.8333,28.1451,1145.5592,27.764,-14.28,42.044,21.9893,-6.2507,21.9893,-6.2507,533.0,179.0,3.0,130.1217,395.0,9.0,395.0,9.0,3.0,3.0,7.0,16.0,35.0,73.0,179.0,143.0,49.0,17.0,5.0,3.0,-8.164,-4.872,1.944,10.688,16.672,20.992,23.104,21.892,16.624,10.06,1.116,-5.724,0.0,0.0,0.0,20.64,206.832,329.76,406.224,368.652,198.72,1.86,0.0,0.0,1530.8281,1532.6881,511.994,14.8553,5.066100000000006,18.5,42.6,38.9,404.0,1.23,20.1,6.9,40.4,,7.028235383124022,0.1152331919396063,SpatialPred,6.608649821636406,BayesianBlend,47,,0
117.3125,40.3958,27.572,-14.452,179.0,8.5123,11.8633,28.2299,1143.5499,27.572,-14.452,42.024,21.7973,-6.398,21.7973,-6.398,534.0,179.0,3.0,129.9815,396.0,9.0,396.0,9.0,3.0,3.0,7.0,16.0,35.0,74.0,179.0,143.0,49.0,17.0,5.0,3.0,-8.272,-5.044,1.7359999999999998,10.464,16.452,20.768,22.916,21.704,16.436,9.884,0.972,-5.864,0.0,0.0,0.0,13.920000000000002,200.012,323.04,400.396,362.824,193.08,0.0,0.0,0.0,1493.272,1493.272,547.7368,16.2037,332.8807,17.8,43.1,39.1,393.0,1.23,19.2,7.0,39.3,,7.029569773115999,0.1152331919396063,SpatialPred,6.482817923151504,BayesianBlend,48,,0
117.3542,40.3958,27.4,-14.664,179.0,8.3563,11.9413,28.3885,1142.537,27.4,-14.664,42.064,21.6293,-6.544,21.6293,-6.544,540.0,179.0,3.0,128.4901,397.0,10.0,397.0,10.0,3.0,4.0,8.0,16.0,36.0,74.0,179.0,144.0,50.0,17.0,6.0,3.0,-8.416,-5.192,1.588,10.296,16.284,20.604,22.744,21.54,16.28,9.736,0.8439999999999999,-6.008,0.0,0.0,0.0,8.880000000000003,194.804,318.12,395.064,357.74,188.4,0.0,0.0,0.0,1463.008,1463.008,578.0615,14.8663,333.2406,17.4,44.5,38.2,392.0,1.22,19.2,6.9,39.2,,7.003051122642542,0.1152331919396063,SpatialPred,6.098809533456529,BayesianBlend,49,,0
117.3958,40.3958,27.204,-14.88,179.0,8.1612,11.989,28.4883,1140.4814,27.204,-14.88,42.084,21.4193,-6.7047,21.4193,-6.7047,544.0,179.0,3.0,128.0406,399.0,10.0,399.0,10.0,3.0,4.0,8.0,17.0,36.0,74.0,179.0,146.0,50.0,18.0,6.0,3.0,-8.588,-5.356,1.384,10.064,16.064,20.376,22.536,21.332,16.084,9.544,0.6680000000000001,-6.188,0.0,0.0,0.0,1.9200000000000017,187.984,311.28,388.616,351.292,182.52,0.0,0.0,0.0,1423.612,1423.612,627.991,14.102,312.3624,17.2,45.4,37.4,426.0,1.22,19.6,6.8,42.6,,6.984145394031906,0.1152331919396063,SpatialPred,6.460741374453592,BayesianBlend,50,,0
117.4375,40.3958,26.984,-15.16,179.0,7.9093,12.0787,28.6605,1139.1652,26.984,-15.16,42.144,21.1633,-6.9293,21.1633,-6.9293,550.0,179.0,3.0,126.7342,401.0,10.0,401.0,10.0,3.0,4.0,8.0,18.0,38.0,76.0,179.0,146.0,51.0,18.0,6.0,3.0,-8.8,-5.556,1.144,9.776,15.812,20.128,22.292,21.076,15.796,9.272,0.4199999999999999,-6.448,0.0,0.0,0.0,0.0,180.172,303.84,381.052,343.356,173.88,0.0,0.0,0.0,1382.3,1382.3,692.853,12.9286,358.8555,16.8,45.7,37.5,457.0,1.23,19.3,6.7,45.7,,6.96995863347369,0.1152331919396063,SpatialPred,6.32931665779648,BayesianBlend,51,,0
117.4792,40.3958,27.028,-15.296,179.0,7.8712,12.123,28.6433,1143.3611,27.028,-15.296,42.324,21.1767,-7.0207,21.1767,-7.0207,551.0,179.0,3.0,126.609,402.0,10.0,402.0,10.0,3.0,4.0,8.0,18.0,38.0,77.0,179.0,146.0,51.0,18.0,6.0,3.0,-8.92,-5.608,1.104,9.74,15.816,20.124,22.316,21.088,15.784,9.192,0.3559999999999998,-6.528,0.0,0.0,0.0,0.0,180.296,303.72,381.796,343.728,173.52,0.0,0.0,0.0,1383.06,1383.06,696.9902,10.359,10.110099999999989,16.2,45.0,38.9,432.0,1.24,19.1,6.8,43.2,,6.966898422022146,0.1152331919396063,SpatialPred,6.276370609910363,BayesianBlend,52,,0
117.5208,40.3958,26.952,-15.38,180.0,7.8197,12.1233,28.6387,1142.9331,26.952,-15.38,42.332,21.1173,-7.0667,21.1173,-7.0667,553.0,180.0,3.0,126.9192,404.0,10.0,404.0,10.0,3.0,4.0,8.0,18.0,38.0,77.0,180.0,147.0,51.0,18.0,6.0,3.0,-8.968,-5.644,1.016,9.664,15.768,20.072,22.252,21.048,15.752,9.172,0.3399999999999998,-6.576,0.0,0.0,0.0,0.0,178.808,302.16,379.812,342.488,172.56,0.0,0.0,0.0,1375.828,1375.828,658.2404,7.9948,324.2842,16.1,45.9,37.9,371.0,1.26,19.9,6.9,37.1,,6.969892522823547,0.1152331919396063,SpatialPred,6.505839579458237,BayesianBlend,53,,0
116.8125,40.3542,30.772,-11.836,186.0,11.4512,12.3243,28.9249,1154.7192,30.772,-11.836,42.608,24.8507,-3.5853,24.8507,-3.5853,523.0,186.0,3.0,133.8825,394.0,10.0,394.0,10.0,4.0,3.0,7.0,14.0,31.0,71.0,186.0,137.0,45.0,17.0,5.0,3.0,-5.62,-1.936,4.932,13.652,19.608,24.048,25.916,24.584,19.428,12.456,3.556,-3.204,0.0,0.0,0.0,109.56,297.848,421.44,493.396,452.104,282.84,76.136,0.0,0.0,2057.188,2133.324,64.8039,0.9168000000000004,220.6846,18.4,42.7,38.9,190.0,1.32,18.4,7.8,19.0,,7.142752627993764,0.1152331919396063,SpatialPred,6.650956156972905,BayesianBlend,54,,0
116.8542,40.3542,30.484,-11.98,185.0,11.2523,12.2153,28.7663,1152.9613,30.484,-11.98,42.464,24.6127,-3.776,24.6127,-3.776,519.0,185.0,3.0,134.5038,392.0,10.0,392.0,10.0,4.0,3.0,7.0,13.0,31.0,70.0,185.0,137.0,45.0,16.0,5.0,3.0,-5.8,-2.176,4.704,13.496,19.436,23.808,25.684,24.34,19.184,12.308,3.404,-3.356,0.0,0.0,0.0,104.88,292.516,414.24,486.204,444.54,275.52,71.548,0.0,0.0,2017.9001,2089.448,75.7955,1.3846000000000007,298.4296,18.2,44.6,37.2,179.0,1.33,17.8,7.8,17.9,,7.141152158403351,0.1152331919396063,SpatialPred,6.632637512065111,BayesianBlend,55,,0
116.8958,40.3542,29.88,-12.232,182.0,10.8643,12.1033,28.7408,1144.0966,29.88,-12.232,42.112,24.0987,-4.074,24.0987,-4.074,512.0,182.0,3.0,134.5765,387.0,9.0,387.0,9.0,3.0,3.0,7.0,13.0,30.0,69.0,182.0,136.0,45.0,16.0,5.0,3.0,-6.06,-2.552,4.336,13.092,18.996,23.292,25.152,23.836,18.74,11.996,3.128,-3.608,0.0,0.0,0.0,92.76,278.876,398.76,469.712,428.916,262.2,61.876,0.0,0.0,1931.224,1993.1,141.9016,6.2835,315.5388,18.1,47.0,34.9,172.0,1.33,18.0,7.8,17.2,,7.11817156963812,0.1152331919396063,SpatialPred,6.309621344708696,BayesianBlend,56,,0
116.9375,40.3542,29.42,-12.532,182.0,10.479,12.06,28.7471,1138.3077,29.42,-12.532,41.952,23.6593,-4.378,23.6593,-4.378,517.0,182.0,3.0,133.5889,389.0,9.0,389.0,9.0,3.0,3.0,7.0,14.0,31.0,70.0,182.0,137.0,46.0,16.0,5.0,3.0,-6.328,-2.884,3.952,12.632,18.532,22.824,24.728,23.424,18.32,11.652,2.812,-3.936,0.0,0.0,0.0,78.96,264.492,384.72,456.568,416.144,249.6,51.212,0.0,0.0,1850.484,1901.696,229.2314,10.463,9.197100000000006,18.0,47.4,34.5,208.0,1.31,18.3,7.7,20.8,,7.098901192508767,0.1152331919396063,SpatialPred,6.395600361374347,BayesianBlend,57,,0
116.9792,40.3542,29.708,-12.436,182.0,10.7358,12.1563,28.8448,1141.8544,29.708,-12.436,42.144,23.94,-4.1807,23.94,-4.1807,516.0,182.0,3.0,133.97,389.0,9.0,389.0,9.0,3.0,3.0,6.0,14.0,31.0,70.0,182.0,137.0,46.0,16.0,5.0,3.0,-6.184,-2.608,4.232,12.944,18.852,23.104,24.996,23.7,18.6,11.888,3.056,-3.748,0.0,0.0,0.0,88.32,274.412,393.12,464.876,424.7,258.0,58.528,0.0,0.0,1903.428,1961.956,165.7616,6.3063,322.4851,18.0,47.3,34.6,278.0,1.29,18.1,7.5,27.8,,7.104797350281057,0.1152331919396063,SpatialPred,6.51146055362565,BayesianBlend,58,,0
117.0208,40.3542,29.488,-12.56,182.0,10.5257,12.096,28.7671,1138.9814,29.488,-12.56,42.048,23.71,-4.346,23.71,-4.346,518.0,182.0,3.0,133.7534,390.0,9.0,390.0,9.0,3.0,3.0,6.0,14.0,32.0,70.0,182.0,138.0,46.0,16.0,5.0,3.0,-6.32,-2.792,3.992,12.672,18.568,22.836,24.776,23.536,18.388,11.708,2.892,-3.912,0.0,0.0,0.0,80.16,265.608,385.08,458.056,419.616,251.64,52.948,0.0,0.0,1860.1601,1913.1081,213.9427,8.5171,313.4016,17.9,47.9,34.2,342.0,1.27,17.6,7.3,34.2,,7.092411879122459,0.1152331919396063,SpatialPred,6.6205023897699045,BayesianBlend,59,,0
117.0625,40.3542,29.092,-12.7,182.0,10.2102,12.0023,28.7192,1132.7603,29.092,-12.7,41.792,23.3427,-4.5673,23.3427,-4.5673,522.0,182.0,3.0,133.2956,392.0,9.0,392.0,9.0,3.0,3.0,7.0,14.0,32.0,70.0,182.0,140.0,47.0,16.0,5.0,3.0,-6.504,-3.104,3.636,12.248,18.152,22.432,24.428,23.188,18.068,11.444,2.676,-4.116,0.0,0.0,0.0,67.44,252.712,372.96,447.268,408.828,242.04,44.764,0.0,0.0,1791.248,1836.012,282.14,11.1933,285.3669,17.5,48.6,33.9,336.0,1.26,17.9,7.3,33.6,,7.07801030108149,0.1152331919396063,SpatialPred,6.356934169970938,BayesianBlend,60,,0
117.1042,40.3542,28.428,-13.184,182.0,9.5367,11.9093,28.6199,1127.4912,28.428,-13.184,41.612,22.648,-5.1387,22.648,-5.1387,530.0,182.0,3.0,131.9522,396.0,9.0,396.0,9.0,3.0,3.0,7.0,15.0,33.0,72.0,182.0,142.0,48.0,17.0,5.0,3.0,-6.984,-3.76,2.852,11.42,17.388,21.692,23.752,22.496,17.372,10.812,2.056,-4.656,0.0,0.0,0.0,42.6,229.028,350.76,426.312,387.376,221.16,25.172,0.0,0.0,1657.236,1682.408,435.0838,15.9992,311.074,17.4,47.5,35.2,326.0,1.26,18.6,7.3,32.6,,7.058243855182298,0.1152331919396063,SpatialPred,6.400821809248454,BayesianBlend,61,,0
117.1458,40.3542,28.368,-13.224,182.0,9.4773,11.852,28.4959,1128.6079,28.368,-13.224,41.592,22.5927,-5.2227,22.5927,-5.2227,530.0,182.0,3.0,131.9522,396.0,9.0,396.0,9.0,3.0,3.0,7.0,15.0,33.0,72.0,182.0,142.0,48.0,17.0,5.0,3.0,-7.06,-3.868,2.772,11.368,17.324,21.612,23.716,22.468,17.34,10.796,2.02,-4.712,0.0,0.0,0.0,41.04,227.044,348.36,425.196,386.508,220.2,24.676,0.0,0.0,1648.348,1673.024,427.0219,12.9186,247.8772,17.7,45.3,37.0,354.0,1.26,18.9,7.1,35.4,,7.059557700331729,0.1152331919396063,SpatialPred,6.238286315206658,BayesianBlend,62,,0
117.1875,40.3542,27.928,-13.7,182.0,9.0017,11.8173,28.3879,1129.7247,27.928,-13.7,41.628,22.142,-5.7073,22.142,-5.7073,535.0,182.0,3.0,131.4723,399.0,9.0,399.0,9.0,3.0,3.0,7.0,16.0,34.0,73.0,182.0,144.0,49.0,16.0,5.0,3.0,-7.528,-4.384,2.28,10.844,16.828,21.148,23.26,22.02,16.88,10.34,1.5400000000000005,-5.204,0.0,0.0,0.0,25.32,211.668,334.44,411.06,372.62,206.4,10.54,0.0,0.0,1561.508,1572.048,522.1111,14.6142,231.8037,17.7,43.2,39.1,326.0,1.27,20.0,7.0,32.6,,7.060939012341622,0.1152331919396063,SpatialPred,6.2229339868902445,BayesianBlend,63,,0
117.2292,40.3542,26.84,-14.7,181.0,7.8368,11.5903,27.9016,1132.5062,26.84,-14.7,41.54,21.0507,-6.8773,21.0507,-6.8773,550.0,181.0,3.0,127.8121,404.0,10.0,404.0,10.0,3.0,4.0,8.0,18.0,37.0,77.0,181.0,146.0,50.0,17.0,6.0,3.0,-8.652,-5.672,1.0,9.576,15.628,20.036,22.208,20.92,15.752,9.228,0.3799999999999999,-6.324,0.0,0.0,0.0,0.0,174.468,301.08,378.448,338.52,172.56,0.0,0.0,0.0,1365.076,1365.076,740.461,20.6235,275.3668,17.4,43.5,39.1,298.0,1.27,20.0,7.1,29.8,,6.9980549823625084,0.1152331919396063,SpatialPred,6.552956874355006,BayesianBlend,64,,0
117.2708,40.3542,26.336,-15.12,181.0,7.3177,11.4413,27.5987,1134.2371,26.336,-15.12,41.456,20.5687,-7.4047,20.5687,-7.4047,556.0,181.0,3.0,126.6592,406.0,10.0,406.0,10.0,3.0,4.0,9.0,18.0,38.0,78.0,181.0,147.0,51.0,18.0,6.0,3.0,-9.156,-6.256,0.3959999999999999,9.004,15.064,19.532,21.72,20.452,15.248,8.732,-0.1120000000000005,-6.808,0.0,0.0,0.0,0.0,156.984,285.96,363.32,324.012,157.44,0.0,0.0,0.0,1287.716,1287.716,847.8308,21.5519,22.80940000000001,17.2,44.8,38.1,333.0,1.26,18.9,7.0,33.3,,6.955085162839608,0.1152331919396063,SpatialPred,6.631651210207487,BayesianBlend,65,,0
117.3125,40.3542,26.548,-14.92,182.0,7.5992,11.5823,27.9308,1130.9058,26.548,-14.92,41.468,20.8033,-7.094,20.8033,-7.094,553.0,182.0,3.0,127.9073,406.0,10.0,406.0,10.0,3.0,4.0,8.0,18.0,37.0,77.0,182.0,147.0,51.0,17.0,6.0,3.0,-8.84,-5.904,0.7400000000000002,9.324,15.328,19.76,21.936,20.704,15.484,8.996,0.2000000000000001,-6.516,0.0,0.0,0.0,0.0,165.168,292.8,370.016,331.824,164.52000000000004,0.0,0.0,0.0,1324.3281,1324.3281,776.702,19.893,60.1114,16.9,44.8,38.4,353.0,1.26,18.9,6.8,35.3,,6.979436281874986,0.1152331919396063,SpatialPred,6.388653580533476,BayesianBlend,66,,0
117.3542,40.3542,26.808,-14.74,181.0,7.8892,11.6643,28.0744,1131.1494,26.808,-14.74,41.548,21.0767,-6.826,21.0767,-6.826,550.0,181.0,3.0,128.5042,405.0,10.0,405.0,10.0,3.0,4.0,8.0,17.0,36.0,76.0,181.0,148.0,51.0,17.0,6.0,3.0,-8.604,-5.604,1.052,9.664,15.628,20.024,22.2,21.004,15.772,9.3,0.508,-6.26,0.0,0.0,0.0,0.0,174.468,300.72,378.2,341.124,173.16,0.0,0.0,0.0,1367.672,1367.672,708.343,16.8941,317.8141,16.4,43.8,39.8,359.0,1.26,19.7,6.7,35.9,,6.99398163893374,0.1152331919396063,SpatialPred,6.5851194375575535,BayesianBlend,67,,0
117.3958,40.3542,26.78,-14.708,182.0,7.9028,11.7317,28.2773,1125.8047,26.78,-14.708,41.488,21.0393,-6.7353,21.0393,-6.7353,554.0,182.0,3.0,127.8168,406.0,10.0,406.0,10.0,3.0,4.0,8.0,18.0,37.0,76.0,182.0,148.0,51.0,18.0,6.0,3.0,-8.508,-5.504,1.052,9.644,15.576,19.964,22.16,20.976,15.768,9.312,0.5680000000000001,-6.172,0.0,0.0,0.0,0.0,172.856,298.92,376.96,340.256,173.04,0.0,0.0,0.0,1362.032,1362.032,721.2499,19.2836,130.4504,15.9,43.0,41.1,358.0,1.26,19.8,6.7,35.8,,6.989140778301364,0.1152331919396063,SpatialPred,6.469440039096787,BayesianBlend,68,,0
117.4375,40.3542,27.396,-14.288,181.0,8.5052,11.8457,28.4178,1130.3501,27.396,-14.288,41.684,21.662,-6.222,21.662,-6.222,549.0,181.0,3.0,128.1091,403.0,10.0,403.0,10.0,3.0,4.0,8.0,18.0,36.0,75.0,181.0,147.0,50.0,18.0,6.0,3.0,-8.052,-4.94,1.716,10.324,16.24,20.576,22.772,21.62,16.412,9.92,1.1639999999999997,-5.68,0.0,0.0,0.0,9.720000000000006,193.44,317.28,395.932,360.22,192.36,0.0,0.0,0.0,1468.952,1468.952,563.9816,19.0703,165.9038,15.6,42.5,41.8,361.0,1.26,19.7,6.8,36.1,,7.004730513759186,0.1152331919396063,SpatialPred,6.2975085113373535,BayesianBlend,69,,0
117.4792,40.3542,26.692,-15.0,181.0,7.7445,11.8643,28.4571,1128.7806,26.692,-15.0,41.692,20.9073,-6.938,20.9073,-6.938,557.0,181.0,3.0,126.7914,407.0,10.0,407.0,10.0,3.0,4.0,8.0,19.0,38.0,78.0,181.0,148.0,51.0,18.0,6.0,3.0,-8.708,-5.688,0.8959999999999999,9.456,15.472,19.828,22.048,20.864,15.652,9.168,0.4119999999999999,-6.392,0.0,0.0,0.0,0.0,169.632,294.84,373.488,336.784,169.56,0.0,0.0,0.0,1344.304,1344.304,735.4497999999999,17.3236,225.3932,15.8,43.1,41.1,372.0,1.25,20.3,6.8,37.2,,6.981880833452629,0.1152331919396063,SpatialPred,6.466422067756723,BayesianBlend,70,,0
