cell_r,cell_c,lon,lat,yield_2021_tha,n_px,elevation_m,bdod,cec,clay,nitrogen,phh2o,sand,silt,soc,bio_1,bio_4,bio_5,bio_12,bio_15,bio_10
5,2,116.925625,40.032375,5.347,56,27.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,7,116.936875,40.032375,5.294,22,27.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,10,116.943625,40.032375,5.906,40,28.0,136.0,194.0,201.0,,78.0,407.0,392.0,153.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,11,116.945875,40.032375,5.685,30,29.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,12,116.948125,40.032375,5.337,33,29.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,13,116.950375,40.032375,5.716,30,30.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,14,116.952625,40.032375,5.91,46,32.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,15,116.954875,40.032375,5.818,52,28.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,16,116.957125,40.032375,6.047,48,30.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.556333541870117,1124.36279296875,30.260000228881836,532.0,141.2589569091797,24.62733268737793
5,17,116.959375,40.032375,6.094,24,29.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
5,20,116.966125,40.032375,5.955,35,28.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
5,22,116.970625,40.032375,5.747,19,28.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
5,23,116.972875,40.032375,5.788,47,28.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
5,24,116.975125,40.032375,6.056,19,24.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
5,25,116.977375,40.032375,5.687,20,26.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
5,29,116.986375,40.032375,5.688,30,27.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
5,30,116.988625,40.032375,5.537,42,24.0,135.0,196.0,227.0,,79.0,395.0,378.0,160.0,11.585833549499512,1126.618408203125,30.280000686645508,534.0,140.09783935546875,24.68000030517578
5,45,117.022375,40.032375,6.017,39,27.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
5,46,117.024625,40.032375,6.017,52,25.0,,,,,,,,,11.576666831970215,1128.4345703125,30.284000396728516,531.0,139.8108673095703,24.695999145507812
