lon,lat,extreme_Tmax_proxy,extreme_Tmin_proxy,extreme_Prec_proxy,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,prec_01,prec_02,prec_03,prec_04,prec_05,prec_06,prec_07,prec_08,prec_09,prec_10,prec_11,prec_12,tavg_01,tavg_02,tavg_03,tavg_04,tavg_05,tavg_06,tavg_07,tavg_08,tavg_09,tavg_10,tavg_11,tavg_12,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,GDD_gs,GDD_annual,elevation_m,slope_deg,aspect_deg,clay_pct,sand_pct,silt_pct,soc_dgkg,bdod_kgdm3,cec_cmolkg,ph,nitrogen_cgkg
117.3125,40.3542,26.5480,-14.9200,182.0000,7.5992,11.5823,27.9308,1130.9058,26.5480,-14.9200,41.4680,20.8033,-7.0940,20.8033,-7.0940,553.0000,182.0000,3.0000,127.9073,406.0000,10.0000,406.0000,10.0000,3.0000,4.0000,8.0000,18.0000,37.0000,77.0000,182.0000,147.0000,51.0000,17.0000,6.0000,3.0000,-8.8400,-5.9040,0.7400,9.3240,15.3280,19.7600,21.9360,20.7040,15.4840,8.9960,0.2000,-6.5160,0.0000,0.0000,0.0000,0.0000,165.1680,292.8000,370.0160,331.8240,164.5200,0.0000,0.0000,0.0000,1324.3281,1324.3281,776.7020,19.8930,60.1114,16.9000,44.8000,38.4000,353.0000,1.2600,18.9000,6.8000,35.3000
117.3542,40.3542,26.8080,-14.7400,181.0000,7.8892,11.6643,28.0744,1131.1494,26.8080,-14.7400,41.5480,21.0767,-6.8260,21.0767,-6.8260,550.0000,181.0000,3.0000,128.5042,405.0000,10.0000,405.0000,10.0000,3.0000,4.0000,8.0000,17.0000,36.0000,76.0000,181.0000,148.0000,51.0000,17.0000,6.0000,3.0000,-8.6040,-5.6040,1.0520,9.6640,15.6280,20.0240,22.2000,21.0040,15.7720,9.3000,0.5080,-6.2600,0.0000,0.0000,0.0000,0.0000,174.4680,300.7200,378.2000,341.1240,173.1600,0.0000,0.0000,0.0000,1367.6720,1367.6720,708.3430,16.8941,317.8141,16.4000,43.8000,39.8000,359.0000,1.2600,19.7000,6.7000,35.9000
117.3958,40.3542,26.7800,-14.7080,182.0000,7.9028,11.7317,28.2773,1125.8047,26.7800,-14.7080,41.4880,21.0393,-6.7353,21.0393,-6.7353,554.0000,182.0000,3.0000,127.8168,406.0000,10.0000,406.0000,10.0000,3.0000,4.0000,8.0000,18.0000,37.0000,76.0000,182.0000,148.0000,51.0000,18.0000,6.0000,3.0000,-8.5080,-5.5040,1.0520,9.6440,15.5760,19.9640,22.1600,20.9760,15.7680,9.3120,0.5680,-6.1720,0.0000,0.0000,0.0000,0.0000,172.8560,298.9200,376.9600,340.2560,173.0400,0.0000,0.0000,0.0000,1362.0320,1362.0320,721.2499,19.2836,130.4504,15.9000,43.0000,41.1000,358.0000,1.2600,19.8000,6.7000,35.8000
117.4375,40.3542,27.3960,-14.2880,181.0000,8.5052,11.8457,28.4178,1130.3501,27.3960,-14.2880,41.6840,21.6620,-6.2220,21.6620,-6.2220,549.0000,181.0000,3.0000,128.1091,403.0000,10.0000,403.0000,10.0000,3.0000,4.0000,8.0000,18.0000,36.0000,75.0000,181.0000,147.0000,50.0000,18.0000,6.0000,3.0000,-8.0520,-4.9400,1.7160,10.3240,16.2400,20.5760,22.7720,21.6200,16.4120,9.9200,1.1640,-5.6800,0.0000,0.0000,0.0000,9.7200,193.4400,317.2800,395.9320,360.2200,192.3600,0.0000,0.0000,0.0000,1468.9520,1468.9520,563.9816,19.0703,165.9038,15.6000,42.5000,41.8000,361.0000,1.2600,19.7000,6.8000,36.1000
117.4792,40.3542,26.6920,-15.0000,181.0000,7.7445,11.8643,28.4571,1128.7806,26.6920,-15.0000,41.6920,20.9073,-6.9380,20.9073,-6.9380,557.0000,181.0000,3.0000,126.7914,407.0000,10.0000,407.0000,10.0000,3.0000,4.0000,8.0000,19.0000,38.0000,78.0000,181.0000,148.0000,51.0000,18.0000,6.0000,3.0000,-8.7080,-5.6880,0.8960,9.4560,15.4720,19.8280,22.0480,20.8640,15.6520,9.1680,0.4120,-6.3920,0.0000,0.0000,0.0000,0.0000,169.6320,294.8400,373.4880,336.7840,169.5600,0.0000,0.0000,0.0000,1344.3040,1344.3040,735.4498,17.3236,225.3932,15.8000,43.1000,41.1000,372.0000,1.2500,20.3000,6.8000,37.2000
117.5208,40.3542,26.2000,-15.4400,181.0000,7.2422,11.6837,28.0588,1131.3575,26.2000,-15.4400,41.6400,20.4447,-7.4620,20.4447,-7.4620,562.0000,181.0000,3.0000,125.8745,409.0000,10.0000,409.0000,10.0000,3.0000,4.0000,9.0000,19.0000,39.0000,79.0000,181.0000,149.0000,51.0000,19.0000,6.0000,3.0000,-9.2400,-6.2360,0.3080,8.8960,14.9680,19.3440,21.5880,20.3960,15.1800,8.6800,-0.0760,-6.9040,0.0000,0.0000,0.0000,0.0000,154.0080,280.3200,359.2280,322.2760,155.4000,0.0000,0.0000,0.0000,1271.2320,1271.2320,773.5098,14.3506,240.2189,15.6000,46.0000,38.4000,378.0000,1.2500,20.2000,7.0000,37.8000
116.8125,40.3125,30.0280,-11.7920,184.0000,11.0855,12.0050,28.7064,1138.1964,30.0280,-11.7920,41.8200,24.2787,-3.7513,24.2787,-3.7513,517.0000,184.0000,3.0000,134.6006,391.0000,9.0000,391.0000,9.0000,3.0000,3.0000,7.0000,14.0000,30.0000,70.0000,184.0000,137.0000,45.0000,16.0000,5.0000,3.0000,-5.7080,-2.2280,4.5440,13.2320,19.1160,23.5000,25.3280,24.0320,18.9800,12.2080,3.3760,-3.3080,0.0000,0.0000,0.0000,96.9600,282.5960,405.0000,475.1680,434.9920,269.4000,68.4480,0.0000,0.0000,1964.1160,2032.5640,136.0249,7.6778,296.8843,18.2000,43.6000,38.2000,171.0000,1.3400,17.5000,7.7000,17.1000
116.8542,40.3125,29.2920,-12.1680,183.0000,10.4555,11.7923,28.4427,1130.5040,29.2920,-12.1680,41.4600,23.5687,-4.2753,23.5687,-4.2753,520.0000,183.0000,3.0000,133.9758,392.0000,9.0000,392.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,70.0000,183.0000,139.0000,46.0000,16.0000,5.0000,3.0000,-6.1760,-2.8640,3.8400,12.5240,18.3720,22.7280,24.6360,23.3440,18.2960,11.6640,2.8720,-3.7800,0.0000,0.0000,0.0000,75.7200,259.5320,381.8400,453.7160,413.6640,248.8800,51.5840,0.0000,0.0000,1833.3520,1884.9360,251.9676,12.1113,349.6455,18.1000,45.7000,36.3000,216.0000,1.3200,17.3000,7.6000,21.6000
116.8958,40.3125,28.9960,-12.3840,184.0000,10.2320,11.8907,28.7353,1124.1024,28.9960,-12.3840,41.3800,23.2753,-4.4167,23.2753,-4.4167,524.0000,184.0000,3.0000,133.5163,394.0000,9.0000,394.0000,9.0000,3.0000,3.0000,7.0000,14.0000,32.0000,71.0000,184.0000,139.0000,47.0000,16.0000,5.0000,3.0000,-6.2920,-3.0440,3.6320,12.2560,18.1120,22.4160,24.3320,23.0520,18.0160,11.4640,2.7200,-3.9120,0.0000,0.0000,0.0000,67.6800,251.4720,372.4800,444.2920,404.6120,240.4800,45.3840,0.0000,0.0000,1781.0160,1826.4000,298.9438,13.4894,236.8115,18.1000,45.0000,36.9000,325.0000,1.2800,17.4000,7.3000,32.5000
116.9375,40.3125,29.3760,-12.2000,185.0000,10.6078,12.0503,28.9839,1126.1251,29.3760,-12.2000,41.5760,23.6533,-4.0893,23.6533,-4.0893,522.0000,185.0000,3.0000,134.4376,394.0000,9.0000,394.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,70.0000,185.0000,139.0000,46.0000,16.0000,5.0000,3.0000,-6.0040,-2.6520,4.0800,12.7200,18.5400,22.8040,24.7000,23.4440,18.3760,11.8360,3.0640,-3.6160,0.0000,0.0000,0.0000,81.6000,264.7400,384.1200,455.7000,416.7640,251.2800,56.9160,0.0000,0.0000,1854.2040,1911.1200,210.1388,10.9305,128.8893,18.1000,44.1000,37.8000,402.0000,1.2600,17.7000,7.0000,40.2000
116.9792,40.3125,29.2920,-12.2320,185.0000,10.5477,11.9667,28.8187,1126.5769,29.2920,-12.2320,41.5240,23.5980,-4.1527,23.5980,-4.1527,522.0000,185.0000,3.0000,134.4376,394.0000,9.0000,394.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,70.0000,185.0000,139.0000,46.0000,16.0000,5.0000,3.0000,-6.0640,-2.6920,4.0000,12.6360,18.4960,22.7640,24.6360,23.3960,18.3240,11.7720,3.0280,-3.6840,0.0000,0.0000,0.0000,79.0800,263.3760,382.9200,453.7160,415.2760,249.7200,54.9320,0.0000,0.0000,1844.0880,1899.0200,215.0373,10.1141,230.8058,18.3000,45.8000,36.0000,369.0000,1.2600,17.9000,7.1000,36.9000
117.0208,40.3125,28.8960,-12.4440,185.0000,10.1587,11.8187,28.5889,1121.5319,28.8960,-12.4440,41.3400,23.1880,-4.4567,23.1880,-4.4567,525.0000,185.0000,3.0000,134.3492,396.0000,9.0000,396.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,70.0000,185.0000,141.0000,47.0000,16.0000,5.0000,3.0000,-6.3360,-3.0760,3.5440,12.1200,17.9600,22.2680,24.2480,23.0440,17.9520,11.4240,2.7080,-3.9720,0.0000,0.0000,0.0000,63.6000,246.7600,368.0400,441.6880,404.3640,238.5600,44.1440,0.0000,0.0000,1763.0119,1807.1559,305.3876,13.4135,131.3839,18.6000,46.7000,34.6000,330.0000,1.2700,18.3000,7.1000,33.0000
117.0625,40.3125,29.0880,-12.2960,184.0000,10.3712,11.8190,28.5593,1123.3027,29.0880,-12.2960,41.3840,23.4040,-4.2880,23.4040,-4.2880,522.0000,184.0000,3.0000,134.2052,393.0000,9.0000,393.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,69.0000,184.0000,140.0000,47.0000,16.0000,5.0000,3.0000,-6.1840,-2.8840,3.7760,12.3520,18.1640,22.4480,24.4640,23.2920,18.1920,11.6480,2.9320,-3.7800,0.0000,0.0000,0.0000,70.5600,253.0840,373.4400,448.3840,412.0520,245.7600,51.0880,0.0000,0.0000,1803.2800,1854.3680,242.9649,11.9421,238.4676,18.9000,45.8000,35.3000,320.0000,1.2700,18.9000,7.2000,32.0000
117.1042,40.3125,28.8480,-12.6200,184.0000,10.0850,11.8213,28.5071,1125.0421,28.8480,-12.6200,41.4680,23.1467,-4.5860,23.1467,-4.5860,525.0000,184.0000,3.0000,133.8312,395.0000,9.0000,395.0000,9.0000,3.0000,3.0000,7.0000,14.0000,32.0000,70.0000,184.0000,141.0000,47.0000,16.0000,5.0000,3.0000,-6.4800,-3.2120,3.4520,12.0280,17.8920,22.1800,24.2160,23.0440,17.9320,11.3800,2.6560,-4.0680,0.0000,0.0000,0.0000,60.8400,244.6520,365.4000,440.6960,404.3640,237.9600,42.7800,0.0000,0.0000,1753.9120,1796.6920,307.1927,10.3242,296.1293,18.3000,46.0000,35.7000,325.0000,1.2700,19.2000,7.2000,32.5000
117.1458,40.3125,28.2480,-13.0840,184.0000,9.4653,11.6893,28.2816,1123.6349,28.2480,-13.0840,41.3320,22.5327,-5.1640,22.5327,-5.1640,534.0000,184.0000,3.0000,132.5639,400.0000,9.0000,400.0000,9.0000,3.0000,3.0000,7.0000,16.0000,33.0000,72.0000,184.0000,144.0000,48.0000,16.0000,5.0000,3.0000,-7.0120,-3.8600,2.7560,11.3080,17.2240,21.5320,23.6480,22.4280,17.3160,10.8080,2.0680,-4.6360,0.0000,0.0000,0.0000,39.2400,223.9440,345.9600,423.0880,385.2680,219.4800,25.0480,0.0000,0.0000,1636.9800,1662.0280,434.4197,16.1011,278.5764,17.6000,47.1000,35.3000,324.0000,1.2700,19.2000,7.2000,32.4000
117.1875,40.3125,27.2120,-13.9560,185.0000,8.3877,11.5247,27.9942,1121.3804,27.2120,-13.9560,41.1680,21.4727,-6.1787,21.4727,-6.1787,552.0000,185.0000,3.0000,129.4618,408.0000,10.0000,408.0000,10.0000,3.0000,4.0000,8.0000,17.0000,36.0000,76.0000,185.0000,147.0000,50.0000,17.0000,6.0000,3.0000,-7.9440,-4.9840,1.5680,10.0720,16.0600,20.4480,22.6120,21.3680,16.2520,9.7760,1.0280,-5.6120,0.0000,0.0000,0.0000,2.1600,187.8600,313.4400,390.9720,352.4080,187.5600,0.0000,0.0000,0.0000,1434.4000,1434.4000,668.7756,22.4317,263.9371,17.8000,45.2000,37.0000,376.0000,1.2600,19.7000,7.1000,37.6000
117.2292,40.3125,26.9080,-14.2160,185.0000,8.0743,11.3553,27.6124,1125.3997,26.9080,-14.2160,41.1240,21.2100,-6.5407,21.2100,-6.5407,556.0000,185.0000,3.0000,128.8885,410.0000,10.0000,410.0000,10.0000,3.0000,4.0000,8.0000,18.0000,36.0000,77.0000,185.0000,148.0000,51.0000,17.0000,6.0000,3.0000,-8.2680,-5.4040,1.1680,9.7360,15.7160,20.1560,22.3520,21.1360,15.9960,9.5040,0.7480,-5.9360,0.0000,0.0000,0.0000,0.0000,177.1960,304.6800,382.9120,345.2160,179.8800,0.0000,0.0000,0.0000,1389.8840,1389.8840,700.8099,20.6896,121.8280,18.2000,42.2000,39.5000,452.0000,1.2200,19.5000,6.9000,45.2000
117.2708,40.3125,26.7360,-14.3640,185.0000,7.9115,11.4583,27.8792,1121.2455,26.7360,-14.3640,41.1000,21.0227,-6.6347,21.0227,-6.6347,562.0000,185.0000,3.0000,127.7295,412.0000,10.0000,412.0000,10.0000,3.0000,4.0000,9.0000,18.0000,37.0000,78.0000,185.0000,149.0000,52.0000,18.0000,6.0000,3.0000,-8.3440,-5.5040,1.0120,9.5280,15.5200,19.9800,22.1480,20.9360,15.7960,9.3040,0.6160,-6.0720,0.0000,0.0000,0.0000,0.0000,171.1200,299.4000,376.5880,339.0160,173.8800,0.0000,0.0000,0.0000,1360.0040,1360.0040,748.8714,24.2326,193.8860,17.6000,42.6000,39.8000,475.0000,1.2200,18.6000,6.9000,47.5000
117.3125,40.3125,27.6600,-13.5840,185.0000,8.9283,11.5913,28.1043,1124.5634,27.6600,-13.5840,41.2440,22.0200,-5.7213,22.0200,-5.7213,548.0000,185.0000,3.0000,130.6403,407.0000,10.0000,407.0000,10.0000,3.0000,4.0000,8.0000,16.0000,35.0000,74.0000,185.0000,148.0000,49.0000,17.0000,6.0000,3.0000,-7.5120,-4.4800,2.1480,10.7320,16.6040,20.9800,23.1120,21.9720,16.8200,10.3160,1.6040,-5.1720,0.0000,0.0000,0.0000,21.9600,204.7240,329.4000,406.4720,371.1320,204.6000,9.7960,0.0000,0.0000,1538.2880,1548.0840,508.0185,18.0674,128.7364,16.7000,43.4000,39.9000,483.0000,1.2300,18.4000,6.9000,48.3000
117.3542,40.3125,27.1000,-14.1120,184.0000,8.3557,11.6313,28.2232,1120.8242,27.1000,-14.1120,41.2120,21.4233,-6.2260,21.4233,-6.2260,555.0000,184.0000,3.0000,128.9068,409.0000,10.0000,409.0000,10.0000,3.0000,4.0000,8.0000,18.0000,36.0000,76.0000,184.0000,149.0000,51.0000,17.0000,6.0000,3.0000,-7.9920,-5.0160,1.5560,10.0840,15.9960,20.3560,22.5440,21.3720,16.2120,9.7640,1.0680,-5.6720,0.0000,0.0000,0.0000,2.5200,185.8760,310.6800,388.8640,352.5320,186.3600,0.0000,0.0000,0.0000,1426.8320,1426.8320,635.1361,20.2381,198.2457,16.0000,43.0000,41.0000,494.0000,1.2200,19.2000,6.9000,49.4000
117.3958,40.3125,27.6120,-13.7440,184.0000,8.8558,11.7123,28.3208,1123.6605,27.6120,-13.7440,41.3560,21.9333,-5.7880,21.9333,-5.7880,549.0000,184.0000,3.0000,129.8826,406.0000,10.0000,406.0000,10.0000,3.0000,4.0000,8.0000,17.0000,35.0000,74.0000,184.0000,148.0000,50.0000,17.0000,6.0000,3.0000,-7.6000,-4.5280,2.0920,10.6800,16.5280,20.8480,23.0360,21.9200,16.7200,10.2560,1.5800,-5.2360,0.0000,0.0000,0.0000,20.4000,202.3680,325.4400,404.1160,369.5200,201.6000,7.9360,0.0000,0.0000,1523.4440,1531.3799,516.0388,18.8975,141.2264,16.2000,43.7000,40.1000,500.0000,1.2100,19.6000,6.8000,50.0000
117.4375,40.3125,27.7880,-13.6960,183.0000,8.9998,11.7377,28.2944,1127.5599,27.7880,-13.6960,41.4840,22.1127,-5.7047,22.1127,-5.7047,545.0000,183.0000,3.0000,129.9361,403.0000,10.0000,403.0000,10.0000,3.0000,4.0000,8.0000,17.0000,35.0000,73.0000,183.0000,147.0000,49.0000,17.0000,6.0000,3.0000,-7.5480,-4.4280,2.2360,10.8200,16.7080,21.0320,23.2160,22.1040,16.9000,10.4120,1.7200,-5.1480,0.0000,0.0000,0.0000,24.6000,207.9480,330.9600,409.6960,375.2240,207.0000,12.7720,0.0000,0.0000,1555.4280,1568.2000,468.7937,19.0567,277.4750,16.6000,46.2000,37.2000,497.0000,1.2200,19.2000,6.9000,49.7000
117.4792,40.3125,27.2920,-14.1880,184.0000,8.4963,11.7253,28.2674,1125.6936,27.2920,-14.1880,41.4800,21.6040,-6.1693,21.6040,-6.1693,554.0000,184.0000,3.0000,128.9373,408.0000,10.0000,408.0000,10.0000,3.0000,4.0000,8.0000,18.0000,36.0000,75.0000,184.0000,149.0000,50.0000,18.0000,6.0000,3.0000,-7.9760,-4.9240,1.6800,10.2320,16.1640,20.5000,22.7240,21.5920,16.4000,9.9240,1.2400,-5.5960,0.0000,0.0000,0.0000,6.9600,191.0840,315.0000,394.4440,359.3520,192.0000,0.0000,0.0000,0.0000,1458.8400,1458.8400,577.5291,18.3017,181.3305,16.4000,47.4000,36.2000,517.0000,1.2200,18.7000,6.9000,51.7000
117.5208,40.3125,26.2360,-15.0680,185.0000,7.3992,11.5557,27.9771,1124.0483,26.2360,-15.0680,41.3040,20.5367,-7.1947,20.5367,-7.1947,571.0000,185.0000,3.0000,126.0411,415.0000,10.0000,415.0000,10.0000,3.0000,4.0000,9.0000,20.0000,39.0000,79.0000,185.0000,151.0000,52.0000,19.0000,7.0000,3.0000,-8.9320,-6.0480,0.4520,8.9680,15.0240,19.4160,21.6720,20.5160,15.3240,8.8640,0.1640,-6.6240,0.0000,0.0000,0.0000,0.0000,155.7440,282.4800,361.8320,325.9960,159.7200,0.0000,0.0000,0.0000,1285.7721,1285.7721,557.4519,18.1121,257.3983,15.4000,45.2000,39.4000,550.0000,1.1900,19.3000,6.7000,55.0000
116.8125,40.2708,30.0800,-11.4200,186.0000,11.3185,12.0830,29.1157,1124.2325,30.0800,-11.4200,41.5000,24.3620,-3.3260,24.3620,-3.3260,517.0000,186.0000,3.0000,135.5840,392.0000,10.0000,392.0000,10.0000,4.0000,3.0000,6.0000,13.0000,30.0000,69.0000,186.0000,137.0000,45.0000,16.0000,5.0000,3.0000,-5.2480,-1.8240,4.8640,13.4120,19.1880,23.5800,25.3960,24.0960,19.1240,12.4640,3.6680,-2.9200,0.0000,0.0000,0.0000,102.3600,284.8280,407.4000,477.2760,436.9760,273.7200,76.3840,0.0000,0.0000,1982.5600,2058.9440,85.3405,3.8589,218.0874,17.9000,45.0000,37.1000,349.0000,1.2700,16.7000,7.1000,34.9000
116.8542,40.2708,29.3320,-11.7520,186.0000,10.7073,11.8740,28.9018,1115.5969,29.3320,-11.7520,41.0840,23.6673,-3.8140,23.6673,-3.8140,522.0000,186.0000,3.0000,134.5980,394.0000,9.0000,394.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,70.0000,186.0000,138.0000,46.0000,16.0000,5.0000,3.0000,-5.6680,-2.4280,4.1600,12.6920,18.4760,22.8480,24.7080,23.4560,18.4720,11.9200,3.2120,-3.3520,0.0000,0.0000,0.0000,80.7600,262.7560,385.4400,455.9480,417.1360,254.1600,59.5200,0.0000,0.0000,1856.2000,1915.7200,216.4476,12.7600,213.2912,18.1000,44.9000,37.0000,387.0000,1.2500,17.6000,7.0000,38.7000
116.8958,40.2708,29.2320,-12.0440,187.0000,10.5817,11.9460,28.9418,1120.1403,29.2320,-12.0440,41.2760,23.5713,-4.0180,23.5713,-4.0180,522.0000,187.0000,3.0000,135.4209,395.0000,9.0000,395.0000,9.0000,3.0000,3.0000,7.0000,13.0000,31.0000,69.0000,187.0000,139.0000,46.0000,16.0000,5.0000,3.0000,-5.9000,-2.6240,4.0200,12.6440,18.4280,22.7360,24.6040,23.3680,18.3440,11.8160,3.0800,-3.5200,0.0000,0.0000,0.0000,79.3200,261.2680,382.0800,452.7240,414.4080,250.3200,56.2960,0.0000,0.0000,1840.1200,1896.4160,230.5830,11.5834,85.0023,18.4000,45.8000,35.7000,323.0000,1.2600,18.9000,7.3000,32.3000
116.9375,40.2708,29.3160,-12.0720,188.0000,10.6253,11.9493,28.8715,1123.6359,29.3160,-12.0720,41.3880,23.6440,-4.0307,23.6440,-4.0307,524.0000,188.0000,3.0000,135.8541,398.0000,9.0000,398.0000,9.0000,3.0000,3.0000,7.0000,13.0000,30.0000,70.0000,188.0000,140.0000,46.0000,16.0000,5.0000,3.0000,-5.9520,-2.6240,4.0640,12.7080,18.5040,22.7840,24.6680,23.4560,18.4080,11.8560,3.1080,-3.5280,0.0000,0.0000,0.0000,81.2400,263.6240,383.5200,454.7080,417.1360,252.2400,57.5360,0.0000,0.0000,1852.4680,1910.0040,208.5977,11.2184,339.7972,18.5000,46.3000,35.2000,294.0000,1.2700,18.9000,7.3000,29.4000
116.9792,40.2708,29.3760,-11.9280,188.0000,10.7262,11.8410,28.6679,1122.8962,29.3760,-11.9280,41.3040,23.7413,-3.9227,23.7413,-3.9227,521.0000,188.0000,3.0000,136.5719,396.0000,9.0000,396.0000,9.0000,3.0000,3.0000,6.0000,13.0000,30.0000,68.0000,188.0000,140.0000,46.0000,16.0000,5.0000,3.0000,-5.8320,-2.5120,4.1560,12.7960,18.5680,22.8360,24.7760,23.6040,18.5240,11.9680,3.2400,-3.4200,0.0000,0.0000,0.0000,83.8800,265.6080,385.0800,458.0560,421.7240,255.7200,61.0080,0.0000,0.0000,1870.0680,1931.0760,175.5958,11.7663,96.7411,18.5000,45.7000,35.8000,347.0000,1.2600,18.8000,7.1000,34.7000
117.0208,40.2708,29.3800,-11.9280,187.0000,10.7438,11.8870,28.7765,1119.3995,29.3800,-11.9280,41.3080,23.7267,-3.8567,23.7267,-3.8567,519.0000,187.0000,3.0000,136.2699,394.0000,9.0000,394.0000,9.0000,3.0000,3.0000,6.0000,13.0000,30.0000,68.0000,187.0000,139.0000,46.0000,16.0000,5.0000,3.0000,-5.7560,-2.4240,4.2080,12.8000,18.5280,22.7720,24.7840,23.6360,18.5160,11.9800,3.2800,-3.3680,0.0000,0.0000,0.0000,84.0000,264.3680,383.1600,458.3040,422.7160,255.4800,61.3800,0.0000,0.0000,1868.0280,1929.4080,165.7368,8.1226,166.9720,18.8000,46.2000,34.9000,389.0000,1.2600,18.7000,7.0000,38.9000
117.0625,40.2708,29.4440,-11.9320,187.0000,10.8200,11.8973,28.7542,1120.8229,29.4440,-11.9320,41.3760,23.8113,-3.8147,23.8113,-3.8147,519.0000,187.0000,3.0000,136.0858,393.0000,9.0000,393.0000,9.0000,3.0000,3.0000,6.0000,14.0000,30.0000,67.0000,187.0000,139.0000,46.0000,16.0000,5.0000,3.0000,-5.7400,-2.3400,4.3240,12.9040,18.6160,22.8400,24.8600,23.7280,18.6160,12.0440,3.3480,-3.3320,0.0000,0.0000,0.0000,87.1200,267.0960,385.2000,460.6600,425.5680,258.4800,63.3640,0.0000,0.0000,1884.1240,1947.4880,144.7960,5.3527,242.9287,18.7000,47.2000,34.1000,365.0000,1.2600,19.1000,7.1000,36.5000
117.1042,40.2708,28.9120,-12.2920,187.0000,10.3048,11.7810,28.5919,1118.7726,28.9120,-12.2920,41.2040,23.2887,-4.2900,23.2887,-4.2900,526.0000,187.0000,3.0000,135.2872,398.0000,9.0000,398.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,69.0000,187.0000,142.0000,46.0000,16.0000,5.0000,3.0000,-6.1840,-2.9080,3.7400,12.2680,18.0520,22.3160,24.3440,23.2040,18.0920,11.5800,2.8920,-3.7960,0.0000,0.0000,0.0000,68.0400,249.6120,369.4800,444.6640,409.3240,242.7600,48.9800,0.0000,0.0000,1783.8800,1832.8600,276.0268,14.2599,257.9113,18.6000,46.1000,35.3000,388.0000,1.2600,19.4000,7.1000,38.8000
117.1458,40.2708,28.3360,-12.6960,187.0000,9.7357,11.5813,28.2251,1117.9141,28.3360,-12.6960,41.0320,22.7273,-4.8333,22.7273,-4.8333,534.0000,187.0000,3.0000,133.8988,402.0000,9.0000,402.0000,9.0000,3.0000,3.0000,7.0000,16.0000,32.0000,71.0000,187.0000,144.0000,47.0000,16.0000,5.0000,3.0000,-6.6920,-3.5280,3.0880,11.5960,17.4360,21.7240,23.8080,22.6680,17.5640,11.0880,2.3960,-4.2920,0.0000,0.0000,0.0000,47.8800,230.5160,351.7200,428.0480,392.7080,226.9200,33.7280,0.0000,0.0000,1677.7920,1711.5200,384.4227,15.4189,268.4410,19.2000,44.0000,36.7000,494.0000,1.2400,19.3000,6.9000,49.4000
117.1875,40.2708,27.7200,-13.1840,187.0000,9.0868,11.4483,27.9883,1115.9247,27.7200,-13.1840,40.9040,22.0880,-5.4267,22.0880,-5.4267,547.0000,187.0000,3.0000,131.1590,407.0000,10.0000,407.0000,10.0000,3.0000,4.0000,8.0000,16.0000,34.0000,74.0000,187.0000,146.0000,49.0000,17.0000,6.0000,3.0000,-7.2240,-4.2200,2.3200,10.8160,16.7080,21.0440,23.1800,22.0480,16.9440,10.4800,1.8040,-4.8560,0.0000,0.0000,0.0000,24.4800,207.9480,331.3200,408.5800,373.4880,208.3200,14.8800,0.0000,0.0000,1554.1361,1569.0160,523.7817,18.5434,213.8061,19.6000,42.3000,38.0000,555.0000,1.2200,19.2000,6.8000,55.5000
117.2292,40.2708,27.7040,-13.1920,187.0000,9.0620,11.3693,27.8006,1118.6947,27.7040,-13.1920,40.8960,22.0940,-5.4920,22.0940,-5.4920,548.0000,187.0000,3.0000,131.2460,408.0000,10.0000,408.0000,10.0000,3.0000,4.0000,8.0000,16.0000,34.0000,74.0000,187.0000,147.0000,49.0000,17.0000,6.0000,3.0000,-7.2680,-4.3240,2.2360,10.7760,16.6680,21.0240,23.1880,22.0640,16.9680,10.4880,1.8000,-4.8840,0.0000,0.0000,0.0000,23.2800,206.7080,330.7200,408.8280,373.9840,209.0400,15.1280,0.0000,0.0000,1552.5601,1567.6881,502.6463,20.6975,133.3622,18.7000,41.8000,39.4000,514.0000,1.2100,18.9000,6.9000,51.4000
117.2708,40.2708,27.5040,-13.4920,187.0000,8.8187,11.5153,28.0889,1116.4423,27.5040,-13.4920,40.9960,21.8440,-5.6927,21.8440,-5.6927,556.0000,187.0000,3.0000,130.0106,412.0000,10.0000,412.0000,10.0000,3.0000,4.0000,8.0000,17.0000,35.0000,76.0000,187.0000,149.0000,50.0000,18.0000,6.0000,3.0000,-7.4360,-4.5120,2.0120,10.4920,16.4120,20.8040,22.9360,21.7960,16.6880,10.2120,1.5720,-5.1160,0.0000,0.0000,0.0000,14.7600,198.7720,324.1200,401.0160,365.6760,200.6400,6.5720,0.0000,0.0000,1504.9840,1511.5560,566.8205,20.0583,234.6817,17.7000,41.6000,40.7000,488.0000,1.2100,18.6000,6.9000,48.8000
