lon,lat,extreme_Tmax_proxy,extreme_Tmin_proxy,extreme_Prec_proxy,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,prec_01,prec_02,prec_03,prec_04,prec_05,prec_06,prec_07,prec_08,prec_09,prec_10,prec_11,prec_12,tavg_01,tavg_02,tavg_03,tavg_04,tavg_05,tavg_06,tavg_07,tavg_08,tavg_09,tavg_10,tavg_11,tavg_12,GDD_01,GDD_02,GDD_03,GDD_04,GDD_05,GDD_06,GDD_07,GDD_08,GDD_09,GDD_10,GDD_11,GDD_12,GDD_gs,GDD_annual,elevation_m,slope_deg,aspect_deg,clay_pct,sand_pct,silt_pct,soc_dgkg,bdod_kgdm3,cec_cmolkg,ph,nitrogen_cgkg
117.3125,40.4375,27.2160,-14.7160,178.0000,8.1513,11.9693,28.5446,1136.1128,27.2160,-14.7160,41.9320,21.3860,-6.6307,21.3860,-6.6307,542.0000,178.0000,3.0000,127.4915,397.0000,10.0000,397.0000,10.0000,3.0000,4.0000,8.0000,17.0000,36.0000,75.0000,178.0000,144.0000,50.0000,18.0000,6.0000,3.0000,-8.4440,-5.3080,1.3520,9.9920,16.0080,20.3440,22.5200,21.2800,16.0160,9.5320,0.6560,-6.1320,0.0000,0.0000,0.0000,0.0000,186.2480,310.3200,388.1200,349.6800,180.4800,0.0000,0.0000,0.0000,1414.8480,1414.8480,650.7236,16.8456,191.5985,17.3000,48.8000,33.8000,515.0000,1.2300,18.9000,6.9000,51.5000
117.3542,40.4375,27.0520,-14.9040,178.0000,7.9913,12.0247,28.6602,1135.0405,27.0520,-14.9040,41.9560,21.2173,-6.7753,21.2173,-6.7753,546.0000,178.0000,3.0000,126.9943,399.0000,10.0000,399.0000,10.0000,3.0000,4.0000,8.0000,17.0000,37.0000,76.0000,178.0000,145.0000,51.0000,18.0000,6.0000,3.0000,-8.5960,-5.4680,1.1840,9.8200,15.8120,20.1560,22.3560,21.1320,15.8520,9.3840,0.5160,-6.2760,0.0000,0.0000,0.0000,0.0000,180.1720,304.6800,383.0360,345.0920,175.5600,0.0000,0.0000,0.0000,1388.5400,1388.5400,675.7443,15.6039,203.2578,17.5000,44.6000,37.9000,556.0000,1.2100,19.4000,6.9000,55.6000
117.3958,40.4375,26.8400,-15.1320,178.0000,7.7780,12.0367,28.6778,1133.7048,26.8400,-15.1320,41.9720,20.9953,-6.9667,20.9953,-6.9667,549.0000,178.0000,3.0000,126.5706,400.0000,10.0000,400.0000,10.0000,3.0000,4.0000,8.0000,18.0000,37.0000,76.0000,178.0000,146.0000,52.0000,18.0000,6.0000,3.0000,-8.8000,-5.6600,0.9520,9.5760,15.5760,19.9440,22.1320,20.9040,15.6480,9.1680,0.3400,-6.4720,0.0000,0.0000,0.0000,0.0000,172.8560,298.3200,376.0920,338.0240,169.4400,0.0000,0.0000,0.0000,1354.7320,1354.7320,723.3631,15.8822,241.9779,17.2000,43.4000,39.4000,488.0000,1.2000,19.8000,6.9000,48.8000
117.4375,40.4375,26.7280,-15.3960,179.0000,7.6302,12.1410,28.8220,1135.2128,26.7280,-15.3960,42.1240,20.8627,-7.1360,20.8627,-7.1360,552.0000,179.0000,3.0000,126.4026,402.0000,10.0000,402.0000,10.0000,3.0000,4.0000,8.0000,18.0000,38.0000,77.0000,179.0000,146.0000,52.0000,18.0000,6.0000,3.0000,-8.9680,-5.7720,0.8400,9.4320,15.4640,19.8400,22.0120,20.7520,15.4960,8.9840,0.1720,-6.6520,0.0000,0.0000,0.0000,0.0000,169.3840,295.2000,372.3720,333.3120,164.8800,0.0000,0.0000,0.0000,1335.1481,1335.1481,756.6558,15.8533,106.9214,17.0000,44.8000,38.3000,437.0000,1.2100,19.5000,6.9000,43.7000
117.4792,40.4375,27.1720,-15.3800,178.0000,7.9932,12.3843,29.1040,1143.3978,27.1720,-15.3800,42.5520,21.2980,-6.8993,21.2980,-6.8993,548.0000,178.0000,3.0000,126.7775,400.0000,10.0000,400.0000,10.0000,3.0000,4.0000,8.0000,18.0000,37.0000,76.0000,178.0000,146.0000,51.0000,18.0000,6.0000,3.0000,-8.8200,-5.4160,1.2760,9.9080,15.9800,20.3080,22.4360,21.1720,15.8640,9.2640,0.4240,-6.4680,0.0000,0.0000,0.0000,0.0000,185.3800,309.2400,385.5160,346.3320,175.9200,0.0000,0.0000,0.0000,1402.3880,1402.3880,679.3477,12.6313,117.3683,16.8000,46.5000,36.8000,428.0000,1.2200,18.9000,6.9000,42.8000
117.5208,40.4375,27.4400,-15.3640,177.0000,8.1792,12.4123,28.9981,1151.6807,27.4400,-15.3640,42.8040,21.5587,-6.8360,21.5587,-6.8360,545.0000,177.0000,3.0000,126.5905,397.0000,10.0000,397.0000,10.0000,3.0000,4.0000,8.0000,18.0000,37.0000,75.0000,177.0000,145.0000,51.0000,18.0000,6.0000,3.0000,-8.8200,-5.2840,1.4840,10.1640,16.2640,20.5680,22.6880,21.4320,16.0960,9.4240,0.5600,-6.4080,0.0000,0.0000,0.0000,4.9200,194.1840,317.0400,393.3280,354.3920,182.8800,0.0000,0.0000,0.0000,1446.7441,1446.7441,597.4711,6.2451,191.5217,16.3000,48.3000,35.4000,397.0000,1.2300,18.8000,7.1000,39.7000
116.8125,40.3958,30.6840,-11.8520,180.0000,11.4320,12.4773,29.3336,1148.6390,30.6840,-11.8520,42.5360,24.7613,-3.5173,24.7613,-3.5173,515.0000,180.0000,3.0000,132.4299,386.0000,10.0000,386.0000,10.0000,4.0000,3.0000,7.0000,13.0000,31.0000,71.0000,180.0000,135.0000,46.0000,17.0000,5.0000,3.0000,-5.5280,-1.8760,4.9440,13.6120,19.6040,23.9920,25.8280,24.4560,19.3520,12.4080,3.5400,-3.1640,0.0000,0.0000,0.0000,108.3600,297.7240,419.7600,490.6680,448.1360,280.5600,74.6480,0.0000,0.0000,2045.2080,2119.8560,84.1848,1.9683,211.8414,18.5000,48.0000,33.5000,211.0000,1.3100,17.5000,7.6000,21.1000
116.8542,40.3958,30.5880,-11.8880,182.0000,11.2880,12.2993,28.9560,1149.6427,30.5880,-11.8880,42.4760,24.6380,-3.6693,24.6380,-3.6693,516.0000,182.0000,3.0000,133.5242,388.0000,9.0000,388.0000,9.0000,3.0000,3.0000,7.0000,13.0000,31.0000,70.0000,182.0000,136.0000,46.0000,17.0000,5.0000,3.0000,-5.6480,-2.0920,4.7200,13.4400,19.4360,23.8160,25.7400,24.3800,19.1960,12.3080,3.4360,-3.2680,0.0000,0.0000,0.0000,103.2000,292.5160,414.4800,487.9400,445.7800,275.8800,71.5480,0.0000,0.0000,2019.7960,2091.3440,102.3397,4.2804,199.2376,17.7000,47.9000,34.4000,218.0000,1.3100,17.3000,7.4000,21.8000
116.8958,40.3958,30.2800,-12.2240,180.0000,11.1032,12.3683,29.0992,1148.6379,30.2800,-12.2240,42.5040,24.4047,-3.8773,24.4047,-3.8773,510.0000,180.0000,3.0000,133.8673,384.0000,9.0000,384.0000,9.0000,3.0000,3.0000,6.0000,13.0000,31.0000,69.0000,180.0000,135.0000,46.0000,16.0000,5.0000,3.0000,-5.9000,-2.2960,4.5880,13.3200,19.2920,23.5920,25.4800,24.1440,18.9880,12.1800,3.2920,-3.4480,0.0000,0.0000,0.0000,99.6000,288.0520,407.7600,479.8800,438.4640,269.6400,67.5800,0.0000,0.0000,1983.3961,2050.9761,102.3005,3.5898,189.8554,17.4000,48.2000,34.5000,208.0000,1.3100,17.0000,7.3000,20.8000
116.9375,40.3958,30.1400,-12.3920,179.0000,11.0102,12.3263,28.9813,1149.4021,30.1400,-12.3920,42.5320,24.3040,-3.9980,24.3040,-3.9980,507.0000,179.0000,3.0000,133.7997,382.0000,9.0000,382.0000,9.0000,3.0000,3.0000,6.0000,13.0000,31.0000,69.0000,179.0000,134.0000,45.0000,16.0000,5.0000,3.0000,-6.0320,-2.3920,4.5000,13.2560,19.1960,23.4840,25.3680,24.0480,18.9120,12.1120,3.2320,-3.5480,0.0000,0.0000,0.0000,97.6800,285.0760,404.5200,476.4080,435.4880,267.3600,65.4720,0.0000,0.0000,1966.5320,2032.0040,100.7406,2.5580,231.2360,18.3000,50.1000,31.6000,200.0000,1.3100,16.7000,7.7000,20.0000
116.9792,40.3958,29.9000,-12.5040,179.0000,10.8178,12.2510,28.8911,1145.9270,29.9000,-12.5040,42.4040,24.0807,-4.1427,24.0807,-4.1427,508.0000,179.0000,3.0000,133.7316,382.0000,9.0000,382.0000,9.0000,3.0000,3.0000,6.0000,14.0000,30.0000,68.0000,179.0000,135.0000,46.0000,16.0000,5.0000,3.0000,-6.1800,-2.5520,4.2960,13.0080,18.9240,23.2200,25.1480,23.8640,18.7240,11.9480,3.0960,-3.7040,0.0000,0.0000,0.0000,90.2400,276.6440,396.6000,469.5880,429.7840,261.7200,60.3880,0.0000,0.0000,1924.5760,1984.9640,144.0788,6.6307,240.8987,18.1000,49.2000,32.6000,237.0000,1.2900,17.4000,7.7000,23.7000
117.0208,40.3958,29.6640,-12.4920,179.0000,10.6605,12.1723,28.8745,1138.9702,29.6640,-12.4920,42.1560,23.8527,-4.2073,23.8527,-4.2073,511.0000,179.0000,3.0000,133.5933,384.0000,9.0000,384.0000,9.0000,3.0000,3.0000,6.0000,14.0000,31.0000,68.0000,179.0000,137.0000,46.0000,16.0000,5.0000,3.0000,-6.2080,-2.6680,4.0920,12.7600,18.6600,22.9440,24.9280,23.6880,18.5440,11.8520,3.0520,-3.7480,0.0000,0.0000,0.0000,82.8000,268.4600,388.3200,462.7680,424.3280,256.3200,57.4120,0.0000,0.0000,1882.9960,1940.4080,192.3978,8.7822,216.0364,17.9000,48.0000,34.0000,297.0000,1.2700,18.2000,7.5000,29.7000
117.0625,40.3958,29.2640,-12.7360,179.0000,10.2898,12.1363,28.8960,1135.1270,29.2640,-12.7360,42.0000,23.4540,-4.5173,23.4540,-4.5173,517.0000,179.0000,3.0000,132.6859,387.0000,9.0000,387.0000,9.0000,3.0000,3.0000,7.0000,14.0000,32.0000,69.0000,179.0000,139.0000,47.0000,16.0000,5.0000,3.0000,-6.4480,-3.0560,3.6760,12.3320,18.2560,22.5320,24.5360,23.2960,18.1720,11.5080,2.7280,-4.0480,0.0000,0.0000,0.0000,69.9600,255.9360,375.9600,450.6160,412.1760,245.1600,46.7480,0.0000,0.0000,1809.8079,1856.5559,264.9114,10.3569,231.7725,17.8000,47.1000,35.1000,392.0000,1.2500,18.2000,7.3000,39.2000
117.1042,40.3958,29.1120,-12.8840,179.0000,10.1375,12.1837,29.0115,1135.2584,29.1120,-12.8840,41.9960,23.3020,-4.6673,23.3020,-4.6673,519.0000,179.0000,3.0000,132.6163,389.0000,9.0000,389.0000,9.0000,3.0000,3.0000,7.0000,14.0000,32.0000,70.0000,179.0000,140.0000,47.0000,16.0000,5.0000,3.0000,-6.5680,-3.2200,3.5200,12.1840,18.1040,22.3600,24.3880,23.1600,18.0120,11.3560,2.5600,-4.2200,0.0000,0.0000,0.0000,65.5200,251.2240,370.8000,446.0280,407.9600,240.3600,42.0360,0.0000,0.0000,1781.8921,1823.9281,285.2692,8.2776,186.4872,17.3000,48.5000,34.2000,385.0000,1.2400,17.9000,7.2000,38.5000
117.1458,40.3958,28.7080,-13.2720,180.0000,9.6970,12.0993,28.8217,1136.6714,28.7080,-13.2720,41.9800,22.8913,-5.1213,22.8913,-5.1213,524.0000,180.0000,3.0000,132.0614,391.0000,9.0000,391.0000,9.0000,3.0000,3.0000,7.0000,15.0000,33.0000,70.0000,180.0000,141.0000,48.0000,16.0000,5.0000,3.0000,-7.0040,-3.7040,3.0480,11.6840,17.6680,21.9400,24.0000,22.7480,17.5720,10.9600,2.1360,-4.6680,0.0000,0.0000,0.0000,50.5200,237.7080,358.2000,434.0000,395.1880,227.1600,29.7600,0.0000,0.0000,1702.7760,1732.5360,373.0901,10.6921,308.1293,17.0000,49.6000,33.4000,337.0000,1.2600,18.8000,7.3000,33.7000
117.1875,40.3958,28.0280,-13.9120,180.0000,8.9650,11.9460,28.4835,1138.3073,28.0280,-13.9120,41.9400,22.1960,-5.8620,22.1960,-5.8620,531.0000,180.0000,3.0000,130.6644,394.0000,9.0000,394.0000,9.0000,3.0000,3.0000,7.0000,16.0000,34.0000,72.0000,180.0000,142.0000,49.0000,17.0000,5.0000,3.0000,-7.7200,-4.5000,2.2480,10.8680,16.9160,21.2320,23.3160,22.0360,16.8640,10.2720,1.4240,-5.3800,0.0000,0.0000,0.0000,26.0400,214.3960,336.9600,412.7960,373.1160,205.9200,8.4320,0.0000,0.0000,1569.2280,1577.6600,530.0196,17.0545,352.6855,17.1000,48.9000,33.9000,390.0000,1.2500,19.8000,7.1000,39.0000
117.2292,40.3958,27.8920,-14.1240,179.0000,8.8165,11.8457,28.1932,1144.0361,27.8920,-14.1240,42.0160,22.0940,-6.1027,22.0940,-6.1027,531.0000,179.0000,3.0000,130.1708,393.0000,9.0000,393.0000,9.0000,3.0000,3.0000,7.0000,16.0000,35.0000,72.0000,179.0000,142.0000,49.0000,17.0000,5.0000,3.0000,-7.9960,-4.7240,2.0880,10.7800,16.8080,21.1000,23.2080,21.9560,16.7520,10.1640,1.2240,-5.6080,0.0000,0.0000,0.0000,23.4000,211.0480,333.0000,409.4480,370.6360,202.5600,5.0840,0.0000,0.0000,1550.0920,1555.1760,511.7768,14.8213,350.9627,18.2000,44.8000,37.0000,438.0000,1.2400,20.6000,6.9000,43.8000
117.2708,40.3958,27.7640,-14.2800,179.0000,8.6933,11.8333,28.1451,1145.5592,27.7640,-14.2800,42.0440,21.9893,-6.2507,21.9893,-6.2507,533.0000,179.0000,3.0000,130.1217,395.0000,9.0000,395.0000,9.0000,3.0000,3.0000,7.0000,16.0000,35.0000,73.0000,179.0000,143.0000,49.0000,17.0000,5.0000,3.0000,-8.1640,-4.8720,1.9440,10.6880,16.6720,20.9920,23.1040,21.8920,16.6240,10.0600,1.1160,-5.7240,0.0000,0.0000,0.0000,20.6400,206.8320,329.7600,406.2240,368.6520,198.7200,1.8600,0.0000,0.0000,1530.8281,1532.6881,511.9940,14.8553,5.0661,18.5000,42.6000,38.9000,404.0000,1.2300,20.1000,6.9000,40.4000
117.3125,40.3958,27.5720,-14.4520,179.0000,8.5123,11.8633,28.2299,1143.5499,27.5720,-14.4520,42.0240,21.7973,-6.3980,21.7973,-6.3980,534.0000,179.0000,3.0000,129.9815,396.0000,9.0000,396.0000,9.0000,3.0000,3.0000,7.0000,16.0000,35.0000,74.0000,179.0000,143.0000,49.0000,17.0000,5.0000,3.0000,-8.2720,-5.0440,1.7360,10.4640,16.4520,20.7680,22.9160,21.7040,16.4360,9.8840,0.9720,-5.8640,0.0000,0.0000,0.0000,13.9200,200.0120,323.0400,400.3960,362.8240,193.0800,0.0000,0.0000,0.0000,1493.2720,1493.2720,547.7368,16.2037,332.8807,17.8000,43.1000,39.1000,393.0000,1.2300,19.2000,7.0000,39.3000
117.3542,40.3958,27.4000,-14.6640,179.0000,8.3563,11.9413,28.3885,1142.5370,27.4000,-14.6640,42.0640,21.6293,-6.5440,21.6293,-6.5440,540.0000,179.0000,3.0000,128.4901,397.0000,10.0000,397.0000,10.0000,3.0000,4.0000,8.0000,16.0000,36.0000,74.0000,179.0000,144.0000,50.0000,17.0000,6.0000,3.0000,-8.4160,-5.1920,1.5880,10.2960,16.2840,20.6040,22.7440,21.5400,16.2800,9.7360,0.8440,-6.0080,0.0000,0.0000,0.0000,8.8800,194.8040,318.1200,395.0640,357.7400,188.4000,0.0000,0.0000,0.0000,1463.0080,1463.0080,578.0615,14.8663,333.2406,17.4000,44.5000,38.2000,392.0000,1.2200,19.2000,6.9000,39.2000
117.3958,40.3958,27.2040,-14.8800,179.0000,8.1612,11.9890,28.4883,1140.4814,27.2040,-14.8800,42.0840,21.4193,-6.7047,21.4193,-6.7047,544.0000,179.0000,3.0000,128.0406,399.0000,10.0000,399.0000,10.0000,3.0000,4.0000,8.0000,17.0000,36.0000,74.0000,179.0000,146.0000,50.0000,18.0000,6.0000,3.0000,-8.5880,-5.3560,1.3840,10.0640,16.0640,20.3760,22.5360,21.3320,16.0840,9.5440,0.6680,-6.1880,0.0000,0.0000,0.0000,1.9200,187.9840,311.2800,388.6160,351.2920,182.5200,0.0000,0.0000,0.0000,1423.6120,1423.6120,627.9910,14.1020,312.3624,17.2000,45.4000,37.4000,426.0000,1.2200,19.6000,6.8000,42.6000
117.4375,40.3958,26.9840,-15.1600,179.0000,7.9093,12.0787,28.6605,1139.1652,26.9840,-15.1600,42.1440,21.1633,-6.9293,21.1633,-6.9293,550.0000,179.0000,3.0000,126.7342,401.0000,10.0000,401.0000,10.0000,3.0000,4.0000,8.0000,18.0000,38.0000,76.0000,179.0000,146.0000,51.0000,18.0000,6.0000,3.0000,-8.8000,-5.5560,1.1440,9.7760,15.8120,20.1280,22.2920,21.0760,15.7960,9.2720,0.4200,-6.4480,0.0000,0.0000,0.0000,0.0000,180.1720,303.8400,381.0520,343.3560,173.8800,0.0000,0.0000,0.0000,1382.3000,1382.3000,692.8530,12.9286,358.8555,16.8000,45.7000,37.5000,457.0000,1.2300,19.3000,6.7000,45.7000
117.4792,40.3958,27.0280,-15.2960,179.0000,7.8712,12.1230,28.6433,1143.3611,27.0280,-15.2960,42.3240,21.1767,-7.0207,21.1767,-7.0207,551.0000,179.0000,3.0000,126.6090,402.0000,10.0000,402.0000,10.0000,3.0000,4.0000,8.0000,18.0000,38.0000,77.0000,179.0000,146.0000,51.0000,18.0000,6.0000,3.0000,-8.9200,-5.6080,1.1040,9.7400,15.8160,20.1240,22.3160,21.0880,15.7840,9.1920,0.3560,-6.5280,0.0000,0.0000,0.0000,0.0000,180.2960,303.7200,381.7960,343.7280,173.5200,0.0000,0.0000,0.0000,1383.0600,1383.0600,696.9902,10.3590,10.1101,16.2000,45.0000,38.9000,432.0000,1.2400,19.1000,6.8000,43.2000
117.5208,40.3958,26.9520,-15.3800,180.0000,7.8197,12.1233,28.6387,1142.9331,26.9520,-15.3800,42.3320,21.1173,-7.0667,21.1173,-7.0667,553.0000,180.0000,3.0000,126.9192,404.0000,10.0000,404.0000,10.0000,3.0000,4.0000,8.0000,18.0000,38.0000,77.0000,180.0000,147.0000,51.0000,18.0000,6.0000,3.0000,-8.9680,-5.6440,1.0160,9.6640,15.7680,20.0720,22.2520,21.0480,15.7520,9.1720,0.3400,-6.5760,0.0000,0.0000,0.0000,0.0000,178.8080,302.1600,379.8120,342.4880,172.5600,0.0000,0.0000,0.0000,1375.8280,1375.8280,658.2404,7.9948,324.2842,16.1000,45.9000,37.9000,371.0000,1.2600,19.9000,6.9000,37.1000
116.8125,40.3542,30.7720,-11.8360,186.0000,11.4512,12.3243,28.9249,1154.7192,30.7720,-11.8360,42.6080,24.8507,-3.5853,24.8507,-3.5853,523.0000,186.0000,3.0000,133.8825,394.0000,10.0000,394.0000,10.0000,4.0000,3.0000,7.0000,14.0000,31.0000,71.0000,186.0000,137.0000,45.0000,17.0000,5.0000,3.0000,-5.6200,-1.9360,4.9320,13.6520,19.6080,24.0480,25.9160,24.5840,19.4280,12.4560,3.5560,-3.2040,0.0000,0.0000,0.0000,109.5600,297.8480,421.4400,493.3960,452.1040,282.8400,76.1360,0.0000,0.0000,2057.1880,2133.3240,64.8039,0.9168,220.6846,18.4000,42.7000,38.9000,190.0000,1.3200,18.4000,7.8000,19.0000
116.8542,40.3542,30.4840,-11.9800,185.0000,11.2523,12.2153,28.7663,1152.9613,30.4840,-11.9800,42.4640,24.6127,-3.7760,24.6127,-3.7760,519.0000,185.0000,3.0000,134.5038,392.0000,10.0000,392.0000,10.0000,4.0000,3.0000,7.0000,13.0000,31.0000,70.0000,185.0000,137.0000,45.0000,16.0000,5.0000,3.0000,-5.8000,-2.1760,4.7040,13.4960,19.4360,23.8080,25.6840,24.3400,19.1840,12.3080,3.4040,-3.3560,0.0000,0.0000,0.0000,104.8800,292.5160,414.2400,486.2040,444.5400,275.5200,71.5480,0.0000,0.0000,2017.9001,2089.4480,75.7955,1.3846,298.4296,18.2000,44.6000,37.2000,179.0000,1.3300,17.8000,7.8000,17.9000
116.8958,40.3542,29.8800,-12.2320,182.0000,10.8643,12.1033,28.7408,1144.0966,29.8800,-12.2320,42.1120,24.0987,-4.0740,24.0987,-4.0740,512.0000,182.0000,3.0000,134.5765,387.0000,9.0000,387.0000,9.0000,3.0000,3.0000,7.0000,13.0000,30.0000,69.0000,182.0000,136.0000,45.0000,16.0000,5.0000,3.0000,-6.0600,-2.5520,4.3360,13.0920,18.9960,23.2920,25.1520,23.8360,18.7400,11.9960,3.1280,-3.6080,0.0000,0.0000,0.0000,92.7600,278.8760,398.7600,469.7120,428.9160,262.2000,61.8760,0.0000,0.0000,1931.2240,1993.1000,141.9016,6.2835,315.5388,18.1000,47.0000,34.9000,172.0000,1.3300,18.0000,7.8000,17.2000
116.9375,40.3542,29.4200,-12.5320,182.0000,10.4790,12.0600,28.7471,1138.3077,29.4200,-12.5320,41.9520,23.6593,-4.3780,23.6593,-4.3780,517.0000,182.0000,3.0000,133.5889,389.0000,9.0000,389.0000,9.0000,3.0000,3.0000,7.0000,14.0000,31.0000,70.0000,182.0000,137.0000,46.0000,16.0000,5.0000,3.0000,-6.3280,-2.8840,3.9520,12.6320,18.5320,22.8240,24.7280,23.4240,18.3200,11.6520,2.8120,-3.9360,0.0000,0.0000,0.0000,78.9600,264.4920,384.7200,456.5680,416.1440,249.6000,51.2120,0.0000,0.0000,1850.4840,1901.6960,229.2314,10.4630,9.1971,18.0000,47.4000,34.5000,208.0000,1.3100,18.3000,7.7000,20.8000
116.9792,40.3542,29.7080,-12.4360,182.0000,10.7358,12.1563,28.8448,1141.8544,29.7080,-12.4360,42.1440,23.9400,-4.1807,23.9400,-4.1807,516.0000,182.0000,3.0000,133.9700,389.0000,9.0000,389.0000,9.0000,3.0000,3.0000,6.0000,14.0000,31.0000,70.0000,182.0000,137.0000,46.0000,16.0000,5.0000,3.0000,-6.1840,-2.6080,4.2320,12.9440,18.8520,23.1040,24.9960,23.7000,18.6000,11.8880,3.0560,-3.7480,0.0000,0.0000,0.0000,88.3200,274.4120,393.1200,464.8760,424.7000,258.0000,58.5280,0.0000,0.0000,1903.4280,1961.9560,165.7616,6.3063,322.4851,18.0000,47.3000,34.6000,278.0000,1.2900,18.1000,7.5000,27.8000
117.0208,40.3542,29.4880,-12.5600,182.0000,10.5257,12.0960,28.7671,1138.9814,29.4880,-12.5600,42.0480,23.7100,-4.3460,23.7100,-4.3460,518.0000,182.0000,3.0000,133.7534,390.0000,9.0000,390.0000,9.0000,3.0000,3.0000,6.0000,14.0000,32.0000,70.0000,182.0000,138.0000,46.0000,16.0000,5.0000,3.0000,-6.3200,-2.7920,3.9920,12.6720,18.5680,22.8360,24.7760,23.5360,18.3880,11.7080,2.8920,-3.9120,0.0000,0.0000,0.0000,80.1600,265.6080,385.0800,458.0560,419.6160,251.6400,52.9480,0.0000,0.0000,1860.1601,1913.1081,213.9427,8.5171,313.4016,17.9000,47.9000,34.2000,342.0000,1.2700,17.6000,7.3000,34.2000
117.0625,40.3542,29.0920,-12.7000,182.0000,10.2102,12.0023,28.7192,1132.7603,29.0920,-12.7000,41.7920,23.3427,-4.5673,23.3427,-4.5673,522.0000,182.0000,3.0000,133.2956,392.0000,9.0000,392.0000,9.0000,3.0000,3.0000,7.0000,14.0000,32.0000,70.0000,182.0000,140.0000,47.0000,16.0000,5.0000,3.0000,-6.5040,-3.1040,3.6360,12.2480,18.1520,22.4320,24.4280,23.1880,18.0680,11.4440,2.6760,-4.1160,0.0000,0.0000,0.0000,67.4400,252.7120,372.9600,447.2680,408.8280,242.0400,44.7640,0.0000,0.0000,1791.2480,1836.0120,282.1400,11.1933,285.3669,17.5000,48.6000,33.9000,336.0000,1.2600,17.9000,7.3000,33.6000
117.1042,40.3542,28.4280,-13.1840,182.0000,9.5367,11.9093,28.6199,1127.4912,28.4280,-13.1840,41.6120,22.6480,-5.1387,22.6480,-5.1387,530.0000,182.0000,3.0000,131.9522,396.0000,9.0000,396.0000,9.0000,3.0000,3.0000,7.0000,15.0000,33.0000,72.0000,182.0000,142.0000,48.0000,17.0000,5.0000,3.0000,-6.9840,-3.7600,2.8520,11.4200,17.3880,21.6920,23.7520,22.4960,17.3720,10.8120,2.0560,-4.6560,0.0000,0.0000,0.0000,42.6000,229.0280,350.7600,426.3120,387.3760,221.1600,25.1720,0.0000,0.0000,1657.2360,1682.4080,435.0838,15.9992,311.0740,17.4000,47.5000,35.2000,326.0000,1.2600,18.6000,7.3000,32.6000
117.1458,40.3542,28.3680,-13.2240,182.0000,9.4773,11.8520,28.4959,1128.6079,28.3680,-13.2240,41.5920,22.5927,-5.2227,22.5927,-5.2227,530.0000,182.0000,3.0000,131.9522,396.0000,9.0000,396.0000,9.0000,3.0000,3.0000,7.0000,15.0000,33.0000,72.0000,182.0000,142.0000,48.0000,17.0000,5.0000,3.0000,-7.0600,-3.8680,2.7720,11.3680,17.3240,21.6120,23.7160,22.4680,17.3400,10.7960,2.0200,-4.7120,0.0000,0.0000,0.0000,41.0400,227.0440,348.3600,425.1960,386.5080,220.2000,24.6760,0.0000,0.0000,1648.3480,1673.0240,427.0219,12.9186,247.8772,17.7000,45.3000,37.0000,354.0000,1.2600,18.9000,7.1000,35.4000
117.1875,40.3542,27.9280,-13.7000,182.0000,9.0017,11.8173,28.3879,1129.7247,27.9280,-13.7000,41.6280,22.1420,-5.7073,22.1420,-5.7073,535.0000,182.0000,3.0000,131.4723,399.0000,9.0000,399.0000,9.0000,3.0000,3.0000,7.0000,16.0000,34.0000,73.0000,182.0000,144.0000,49.0000,16.0000,5.0000,3.0000,-7.5280,-4.3840,2.2800,10.8440,16.8280,21.1480,23.2600,22.0200,16.8800,10.3400,1.5400,-5.2040,0.0000,0.0000,0.0000,25.3200,211.6680,334.4400,411.0600,372.6200,206.4000,10.5400,0.0000,0.0000,1561.5080,1572.0480,522.1111,14.6142,231.8037,17.7000,43.2000,39.1000,326.0000,1.2700,20.0000,7.0000,32.6000
117.2292,40.3542,26.8400,-14.7000,181.0000,7.8368,11.5903,27.9016,1132.5062,26.8400,-14.7000,41.5400,21.0507,-6.8773,21.0507,-6.8773,550.0000,181.0000,3.0000,127.8121,404.0000,10.0000,404.0000,10.0000,3.0000,4.0000,8.0000,18.0000,37.0000,77.0000,181.0000,146.0000,50.0000,17.0000,6.0000,3.0000,-8.6520,-5.6720,1.0000,9.5760,15.6280,20.0360,22.2080,20.9200,15.7520,9.2280,0.3800,-6.3240,0.0000,0.0000,0.0000,0.0000,174.4680,301.0800,378.4480,338.5200,172.5600,0.0000,0.0000,0.0000,1365.0760,1365.0760,740.4610,20.6235,275.3668,17.4000,43.5000,39.1000,298.0000,1.2700,20.0000,7.1000,29.8000
117.2708,40.3542,26.3360,-15.1200,181.0000,7.3177,11.4413,27.5987,1134.2371,26.3360,-15.1200,41.4560,20.5687,-7.4047,20.5687,-7.4047,556.0000,181.0000,3.0000,126.6592,406.0000,10.0000,406.0000,10.0000,3.0000,4.0000,9.0000,18.0000,38.0000,78.0000,181.0000,147.0000,51.0000,18.0000,6.0000,3.0000,-9.1560,-6.2560,0.3960,9.0040,15.0640,19.5320,21.7200,20.4520,15.2480,8.7320,-0.1120,-6.8080,0.0000,0.0000,0.0000,0.0000,156.9840,285.9600,363.3200,324.0120,157.4400,0.0000,0.0000,0.0000,1287.7160,1287.7160,847.8308,21.5519,22.8094,17.2000,44.8000,38.1000,333.0000,1.2600,18.9000,7.0000,33.3000
